0 3 0 0 0 0 0 0 0 14 18 0 0 0 0 5 0 0 9 29 0 11 0 0 0 0 0 15 0 0 0 0
0 7 0 0 0 0 0 0 0 17 22 0 0 0 0 9 0 0 10 43 0 16 0 0 0 0 0 23 0 0 0 0
0 7 0 0 0 0 0 0 0 17 21 0 0 0 0 10 0 0 11 43 0 16 0 0 0 0 0 23 0 0 0 0
0 6 0 0 0 0 0 0 0 17 21 0 0 0 0 10 0 0 12 43 0 18 0 0 0 0 0 24 0 0 0 0
0 3 1 0 0 0 0 0 0 15 18 0 0 0 0 13 0 0 14 41 0 19 0 0 0 0 0 26 0 0 0 0
0 0 4 0 0 0 0 0 0 15 17 0 0 0 0 12 0 0 16 43 0 21 0 0 0 0 0 27 0 0 0 0
0 5 0 0 0 0 0 0 0 21 18 0 0 0 0 12 0 0 11 43 0 17 0 0 0 0 0 27 0 0 0 0
0 8 0 0 0 0 0 0 0 22 20 0 0 0 0 10 0 0 8 44 0 14 0 0 0 0 0 24 0 0 0 0
0 9 0 0 0 0 0 0 0 21 20 0 0 0 0 9 0 0 7 41 0 12 0 0 0 0 0 22 0 0 0 0
0 9 0 0 0 0 0 0 0 17 21 0 0 0 0 5 0 0 6 37 0 9 0 0 0 0 0 16 0 0 0 0
0 8 0 0 0 0 0 0 0 17 19 0 0 0 0 4 0 0 6 32 0 6 0 0 0 0 0 15 0 0 0 0
0 8 0 0 0 0 0 0 0 20 17 0 0 0 0 5 0 0 3 31 0 4 0 0 0 0 0 18 0 0 0 0
0 9 0 0 0 0 0 0 0 21 18 0 0 0 0 5 0 0 4 33 0 6 0 0 0 0 0 20 0 0 0 0
0 8 0 0 0 0 0 0 0 19 18 0 0 0 0 7 0 0 6 36 0 10 0 0 0 0 0 20 0 0 0 0
0 6 0 0 0 0 0 0 0 12 18 0 0 0 0 6 0 0 9 34 0 13 0 0 0 0 0 16 0 0 0 0
0 2 0 0 0 0 0 0 0 7 7 0 0 0 0 3 0 0 3 17 0 5 0 0 0 0 0 9 0 0 0 0
0 4 0 0 0 0 0 0 0 28 5 0 0 0 0 5 0 0 0 41 3 3 0 0 0 0 0 20 0 0 0 0
0 4 0 0 0 0 0 0 0 37 2 0 0 0 0 9 0 0 0 56 5 2 0 0 0 0 2 29 0 0 0 0
0 4 2 0 0 0 0 0 0 34 2 0 0 0 0 9 0 0 0 58 6 5 0 0 0 0 5 29 0 0 0 0
0 4 4 0 0 0 0 0 0 31 3 0 0 0 0 9 0 0 0 60 7 7 0 0 0 0 7 30 0 0 0 0
0 3 7 0 0 0 0 0 0 30 5 0 0 0 0 11 0 0 0 60 8 12 0 0 0 0 7 31 0 0 0 0
0 5 3 0 0 0 0 0 0 27 13 0 0 0 0 8 0 0 0 64 5 12 0 0 0 0 0 28 0 0 0 0
0 5 0 0 0 0 0 0 0 37 3 0 0 0 0 7 0 0 0 52 4 0 0 0 0 0 0 27 0 0 0 0
6 1 0 4 0 0 0 0 0 40 1 0 0 0 0 4 0 0 0 43 3 0 0 0 0 0 0 26 0 0 0 0
5 0 0 6 0 2 0 0 0 33 0 0 0 0 0 0 0 0 0 35 1 0 0 0 0 0 0 20 0 0 0 0
0 0 6 6 0 6 0 0 0 14 4 0 0 0 0 0 0 0 0 29 0 0 0 0 4 1 7 8 0 0 0 0
0 0 10 10 0 8 0 0 0 5 4 0 0 0 0 0 0 0 0 22 0 0 0 0 7 6 11 2 0 0 0 0
0 0 6 14 0 6 0 0 0 15 0 0 2 0 0 0 0 0 0 20 0 0 0 0 5 7 10 8 0 0 0 1
6 0 0 9 0 2 0 0 0 28 0 0 1 0 0 0 0 0 0 28 0 0 0 0 0 0 5 17 0 0 0 0
4 0 0 4 0 0 0 0 0 33 0 0 0 0 0 3 0 0 0 37 2 0 0 0 0 0 0 22 0 0 0 0
0 3 1 0 0 0 0 0 0 24 4 0 0 0 0 4 0 0 0 45 4 3 0 0 0 0 2 21 0 0 0 0
0 0 2 0 0 0 0 0 0 14 0 0 0 0 0 4 0 0 0 22 3 1 0 0 0 0 3 12 0 0 0 0
1 0 0 1 0 0 0 0 0 26 4 0 0 0 0 1 0 0 0 31 0 0 0 0 0 0 0 14 0 0 0 0
10 0 0 11 0 1 0 0 0 41 0 0 3 0 0 3 0 0 0 41 2 0 0 0 0 0 3 27 0 0 0 0
0 1 1 0 0 0 0 0 0 35 2 0 0 0 0 6 0 0 0 55 5 2 0 0 0 0 4 29 0 0 0 0
0 3 4 0 0 0 0 0 0 33 1 0 0 0 0 9 0 0 0 59 6 6 0 0 0 0 7 30 0 0 0 0
0 4 3 0 0 0 0 0 0 33 3 0 0 0 0 9 0 0 0 62 7 6 0 0 0 0 6 31 0 0 0 0
0 3 2 0 0 0 0 0 0 28 8 0 0 0 0 0 0 0 0 58 2 0 0 0 0 0 3 18 0 0 0 0
0 0 8 13 0 5 0 0 0 24 0 0 0 0 0 0 0 0 0 36 0 0 0 0 1 2 12 16 0 0 0 0
2 0 8 21 0 6 0 0 0 17 0 0 6 0 0 0 0 0 0 18 0 0 0 0 6 14 17 9 0 0 0 6
0 0 3 10 0 7 0 0 0 10 2 0 0 0 0 0 0 0 0 18 0 0 0 0 8 7 8 4 0 0 0 1
0 7 0 0 0 8 0 0 11 0 29 0 0 0 0 0 0 0 7 33 0 4 0 0 13 0 0 0 0 0 0 0
0 11 0 0 0 10 0 0 22 0 37 0 0 0 0 0 0 0 11 34 0 6 0 0 18 0 0 0 0 0 0 0
0 7 0 0 0 9 0 0 13 0 24 0 0 0 0 0 0 0 4 26 0 0 0 0 16 0 0 0 0 0 0 0
0 3 0 0 0 6 0 0 0 4 9 0 0 0 0 0 0 0 0 23 0 0 0 0 8 0 0 0 0 0 0 0
5 0 0 5 0 1 0 0 0 23 0 0 0 0 0 0 0 0 0 25 0 0 0 0 0 0 0 13 0 0 0 0
0 2 0 0 0 0 0 0 0 24 4 0 0 0 0 0 0 0 0 39 1 0 0 0 0 0 0 16 0 0 0 0
0 1 0 0 0 0 0 0 0 15 0 0 0 0 0 3 0 0 0 22 2 0 0 0 0 0 1 11 0 0 0 0
0 0 17 14 0 10 0 0 0 7 4 0 3 0 0 0 0 0 9 9 0 8 0 0 5 1 7 0 0 0 0 0
2 0 22 19 0 0 0 0 0 24 0 0 5 0 0 5 0 0 0 29 0 3 0 0 0 0 22 19 1 0 0 0
0 0 11 2 0 0 0 0 0 30 1 0 0 0 0 9 0 0 0 52 4 8 0 0 0 0 12 29 0 0 0 0
