0 0 0 0 0 0 0 0 5 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0 0 5 0
0 0 0 0 0 0 2 7 14 0 0 0 7 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 3 0 0
0 0 11 0 0 3 0 0 6 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
13 3 1 0 0 0 9 0 3 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 6 2 0 0 1
0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 4 0 0 0 0
0 0 0 0 0 0 2 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 2 0 0 0 0 0
1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 2 0 0
0 0 0 0 0 15 5 0 0 0 0 0 0 0 0 0 5 16 0 0 0 0 0 0 0 0 0 6 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 1 3 0 0 0 0 5 5 0 7 11 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 14 0 0 0 0 0 11 0 8 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0 0 0 9 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 22 0 0 0 0 3 5 0 0 0 0 0 3 0 0
0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 19 0 0 5 0 13 11 0 15 6 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 12 0 0 0 0 11 0 0 0 0 16 15 0 20 24 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14 0 0 3 0 33 0 0 0 0 0 0
